time,acceleration
547.975,-0.00723741803651494
547.98,-0.00627096264735072
547.985,-0.00526814675904974
547.99,-0.00423529103979963
547.995,-0.00317861707499492
548,-0.00210457262247144
548.005,-0.00101958609650633
548.01,7.02104788036834e-05
548.015,0.001158796386529
548.02,0.00223977934254889
548.025,0.00330673112954719
548.03,0.00435400728133215
548.035,0.00537666117052057
548.04,0.00637000996009352
548.045,0.00732967236118015
548.05,0.00825140359510848
548.055,0.00913066293372793
548.06,0.00996300986126095
548.065,0.0107447671848416
548.07,0.0114728888604835
548.075,0.0121445843658942
548.08,0.0127570801135998
548.085,0.0133075406129206
548.09,0.0137933890895769
548.095,0.0142127450771896
548.1,0.0145644417474113
548.105,0.0148477475311659
548.11,0.0150623131105355
548.115,0.0152084483944793
548.12,0.0152872674074133
548.125,0.0153004231629202
548.13,0.0152497494273957
548.135,0.0151369832314784
548.14,0.0149636786462694
548.145,0.0147316204434386
548.15,0.0144430255118664
548.155,0.0141002489954942
548.16,0.0137059182558187
548.165,0.0132630710281994
548.17,0.0127750459789959
548.175,0.0122453555691363
548.18,0.0116772892590588
548.185,0.0110737869898898
548.19,0.0104377301677773
548.195,0.00977206688248431
548.2,0.00907975201777878
548.205,0.00836388543172179
548.21,0.00762777978348514
548.215,0.0068746762488012
548.22,0.00610757552645443
548.225,0.00532938014057089
548.23,0.00454322896730923
548.235,0.00375288344434143
548.24,0.00296281593583672
548.245,0.00217771333691805
548.25,0.00140174415267103
548.255,0.000638462673422393
548.26,-0.000108711016412588
548.265,-0.000836192229222971
548.27,-0.00154031048598821
548.275,-0.0022175590205676
548.28,-0.00286486272718025
548.285,-0.0034796973548584
548.29,-0.00405983014778465
548.295,-0.00460291644948418
548.3,-0.00510636613301422
548.305,-0.00556762721780155
548.31,-0.00598469148696546
548.315,-0.00635646198572826
548.32,-0.00668253028377137
548.325,-0.00696254221305072
548.33,-0.00719622772028229
548.335,-0.00738381654344905
548.34,-0.00752584708052894
548.345,-0.00762277140896214
548.35,-0.00767499075089814
548.355,-0.00768321207565975
548.36,-0.00764882804451604
548.365,-0.00757397228008928
548.37,-0.00746097128070957
548.375,-0.00731181224361078
548.38,-0.00712833544157095
548.385,-0.0069126617618708
548.39,-0.00666719337675929
548.395,-0.00639442996791549
548.4,-0.00609685161689897
548.405,-0.0057768788217067
548.41,-0.0054370582481328
548.415,-0.00508015257413207
548.42,-0.00470894623453952
548.425,-0.00432606100215845
548.43,-0.0039339710082703
548.435,-0.00353521992936804
548.44,-0.00313252961837575
548.445,-0.00272850048546932
548.45,-0.00232541100838585
548.455,-0.00192554575004473
548.46,-0.00153116103016814
548.465,-0.00114378261213997
548.47,-0.000763843529652034
548.475,-0.000391076835401569
548.48,-2.53406816128355e-05
548.485,0.000332974498392039
548.49,0.000683548227417019
548.495,0.00102668010173771
548.5,0.00136292741895031
548.505,0.00169278852031085
548.51,0.00201679397152472
548.515,0.00233526559472326
548.52,0.00264838777072762
548.525,0.00295659110511373
548.53,0.00326019276500052
548.535,0.00355905288752284
548.54,0.00385284991228684
548.545,0.00414146066625519
548.55,0.00442493282940429
548.555,0.00470308659830556
548.56,0.00497539816899015
548.565,0.0052412243304311
548.57,0.00550006499662955
548.575,0.00575179959501149
548.58,0.00599668220410935
548.585,0.00623501413546411
548.59,0.00646691504203763
548.595,0.00669235181073641
548.6,0.00691113600234036
548.605,0.00712306752095893
548.61,0.00732807126638668
548.615,0.00752596511958128
548.62,0.00771654918481877
548.625,0.00789981027237403
548.63,0.0080756387204598
548.635,0.00824360659923866
548.64,0.00840287222312027
548.645,0.00855208341513499
548.65,0.00868970929585577
548.655,0.00881440111144679
548.66,0.00892463602051741
548.665,0.00901877021981548
548.67,0.00909561220097267
548.675,0.00915421431326643
548.68,0.00919359131438745
548.685,0.0092126088029752
548.69,0.0092099263905587
548.695,0.00918449040114735
548.7,0.00913573967178029
548.705,0.00906317540061042
548.71,0.00896608146437424
548.715,0.00884354908416261
548.72,0.00869480906979393
548.725,0.00851953848166964
548.73,0.00831749968986455
548.735,0.00808840993555085
548.74,0.00783238919687501
548.745,0.00754990439728286
548.75,0.00724144622201279
548.755,0.00690776719400756
548.76,0.00655014362059087
548.765,0.00617002001847698
548.77,0.00576881665673879
548.775,0.0053479287189903
548.78,0.00490842814254823
548.785,0.00445120506975143
548.79,0.00397741708069591
548.795,0.00348867011762999
548.8,0.00298692488778476
548.805,0.00247407401169405
548.81,0.00195182847326315
548.815,0.00142202639389779
548.82,0.000886559015089498
548.825,0.000347311400091316
548.83,-0.0001933341380318
548.835,-0.000732629851233257
548.84,-0.00126835815297611
548.845,-0.00179873953177999
548.85,-0.00232163972048389
548.855,-0.00283458702985666
548.86,-0.00333515141233812
548.865,-0.00382092783436711
548.87,-0.00428952631876832
548.875,-0.00473855671443858
548.88,-0.00516560952337611
548.885,-0.00556860194085229
548.89,-0.00594583633747636
548.895,-0.00629551247621454
548.9,-0.00661559374116992
548.905,-0.00690403740769585
548.91,-0.00715872183952941
548.915,-0.00737748698967079
548.92,-0.00755848342828846
548.925,-0.00770017917647506
548.93,-0.00780113472914473
548.935,-0.0078598146615493
548.94,-0.00787454425788152
548.945,-0.00784370400298594
548.95,-0.00776588609753034
548.955,-0.00763973350004925
548.96,-0.00746400658524086
548.965,-0.0072380343979116
548.97,-0.00696161996826542
548.975,-0.00663492459345428
548.98,-0.00625858190222055
548.985,-0.00583354538441742
548.99,-0.00536118004038893
548.995,-0.00484348594161603
549,-0.00428321119823774
549.005,-0.00368388130821438
549.01,-0.00304953096887065
549.015,-0.00238419450155495
549.02,-0.00169175616601398
549.025,-0.000976280933924168
549.03,-0.000242023507475629
549.035,0.000506682856788459
549.04,0.00126528020860418
549.045,0.00202918767475529
549.05,0.00279397113191121
549.055,0.00355502023292438
549.06,0.00430751247069938
549.065,0.00504669143829859
549.07,0.00576768914678938
549.075,0.00646539371738064
549.08,0.00713497925269056
549.085,0.00777209641539198
549.09,0.0083723370533487
549.095,0.00893093313157277
549.1,0.00944299381867619
549.105,0.00990404485391806
549.11,0.0103105213228923
549.115,0.0106594988627222
549.12,0.0109480571277078
549.125,0.0111736063504651
549.13,0.0113344495821996
549.135,0.0114295838909094
549.14,0.0114587587072627
549.145,0.0114226211080544
549.15,0.0113224141940916
549.155,0.0111599905874795
549.16,0.0109379929824336
549.165,0.0106596826838943
549.17,0.0103286253112654
549.175,0.0099484920139717
549.18,0.00952293832600365
549.185,0.00905595136624564
549.19,0.00855220391654315
549.195,0.00801644588532186
549.2,0.0074530758355254
549.205,0.0068663763339421
549.21,0.00626070663260151
549.215,0.00564087481295701
549.22,0.00501228704913561
549.225,0.00438053786328808
549.23,0.0037511776512651
549.235,0.00312970659018235
549.24,0.00252167872600075
549.245,0.00193281577553534
549.25,0.00136857985684082
549.255,0.000833763505840538
549.26,0.000332369692212664
549.265,-0.000132426055424566
549.27,-0.000557917101150487
549.275,-0.00094147897805437
549.28,-0.00128031233871886
549.285,-0.00157147075310277
549.29,-0.00181253500054703
549.295,-0.00200215705773041
549.3,-0.00213973976691642
549.305,-0.00222476998139846
549.31,-0.00225663570041267
549.315,-0.00223504598697114
549.32,-0.00216059998060616
549.325,-0.00203499507140021
549.33,-0.00186063253478498
549.335,-0.00163993324436106
549.34,-0.00137499972175154
549.345,-0.00106774594544068
549.35,-0.000720411034854941
549.355,-0.000336118597923817
549.36,8.13884817337999e-05
549.365,0.000528500904504312
549.37,0.00100185216765309
549.375,0.00149771864534766
549.38,0.00201189466932541
549.385,0.00254016610109791
549.39,0.00307814171085167
549.395,0.0036209909741003
549.4,0.00416378393470041
549.405,0.00470169108002007
549.41,0.00522992547382863
549.415,0.00574395996548156
549.42,0.00623962419435224
549.425,0.0067126154562369
549.43,0.00715824678093938
549.435,0.00757172825719766
549.44,0.00794827419478344
549.445,0.00828312586300796
549.45,0.00857197324489789
549.455,0.0088110408040152
549.46,0.00899677304598931
549.465,0.00912595121930963
549.47,0.0091960343536435
549.475,0.00920514724019676
549.48,0.00915158107422887
549.485,0.00903345425242788
549.49,0.00884887433832106
549.495,0.00859633058205895
549.5,0.00827488777696052
549.505,0.00788418656939987
549.51,0.00742456958017356
549.515,0.00689705422751599
549.52,0.00630323444160492
549.525,0.00564516984689326
549.53,0.00492530449715013
549.535,0.00414667910513293
549.54,0.00331300278119984
549.545,0.0024286016489709
549.55,0.00149845136299575
549.555,0.0005277951883429
549.56,-0.00047812171908645
549.565,-0.00151373005063743
549.57,-0.00257298774556789
549.575,-0.00364912426781297
549.58,-0.00473413426671074
549.585,-0.00581916888109708
549.59,-0.00689534495834697
549.595,-0.00795323694092427
549.6,-0.00898275054485679
549.605,-0.00997461396802428
549.61,-0.010920554181878
549.615,-0.0118129014606343
549.62,-0.0126445373011096
549.625,-0.0134079876148303
549.63,-0.0140960481602258
549.635,-0.0147027992096347
549.64,-0.0152227243814622
549.645,-0.0156502916582118
549.65,-0.0159806921173203
549.655,-0.0162100951232216
549.66,-0.0163344489274729
549.665,-0.016348416928099
549.67,-0.0162467051163963
549.675,-0.0160254235599064
549.68,-0.0156815003069051
549.685,-0.0152129504661052
549.69,-0.0146199447902639
549.695,-0.0139043464546718
549.7,-0.0130674485809497
549.705,-0.0121081001213267
549.71,-0.01102432426996
549.715,-0.00981547773736663
549.72,-0.00848152649695081
549.725,-0.00702284754326457
549.73,-0.00544146645592585
549.735,-0.00374001911472642
549.74,-0.00192046978722381
549.745,1.37584987277869e-05
549.75,0.00205613070380516
549.755,0.00419816713174309
549.76,0.00643051163443908
549.765,0.00874201957588201
549.77,0.0111188339635801
549.775,0.0135467112425567
549.78,0.0160125801918996
549.785,0.0185025644416983
549.79,0.0210019032561818
549.795,0.0234965789672248
549.8,0.0259717500444015
549.805,0.0284091248327537
549.81,0.0307881142339709
549.815,0.0330885586008672
549.82,0.0352909666107499
549.825,0.0373762257243026
549.83,0.0393260772819805
549.835,0.0411220270957821
549.84,0.0427437594488746
549.845,0.0441706615413363
549.85,0.0453854345845539
549.855,0.0463746426403716
549.86,0.0471260325818967
549.865,0.0476269751378363
549.87,0.0478638000238992
549.875,0.0478211524366603
549.88,0.0474833562275411
549.885,0.046836062988361
549.89,0.0458662382665551
549.895,0.0445621087357102
549.9,0.0429145373124354
549.905,0.0409191303215982
549.91,0.0385763577668871
549.915,0.0358899880477263
549.92,0.0328671475341607
549.925,0.0295196568699899
549.93,0.0258636162896315
549.935,0.0219184134837487
549.94,0.0177069155924602
549.945,0.0132546430228018
549.95,0.00858801547487508
549.955,0.00373348057380139
549.96,-0.00128213742334778
549.965,-0.0064296469200506
549.97,-0.0116759503134294
549.975,-0.0169852397125099
549.98,-0.0223209654109518
549.985,-0.0276472727496083
549.99,-0.0329301073963986
549.995,-0.0381371326686106
550,-0.0432362547095797
550.005,-0.0481940912588415
550.01,-0.0529763008337803
550.015,-0.0575494227518418
550.02,-0.0618815279500766
550.025,-0.0659415664590053
550.03,-0.0697000156285407
550.035,-0.0731294397996194
550.04,-0.0762029630375705
550.045,-0.0788940575899162
550.05,-0.0811784557347925
550.055,-0.0830348149795096
550.06,-0.0844442513911677
550.065,-0.0853911033552979
550.07,-0.0858649573828695
550.075,-0.0858608201104408
550.08,-0.085377042530698
550.085,-0.0844146960806827
550.09,-0.0829779813982854
550.095,-0.0810738248690452
550.1,-0.0787115228195795
550.105,-0.0759032129212183
550.11,-0.0726645710972511
550.115,-0.069014065580863
550.12,-0.064971623693312
550.125,-0.0605583149850601
550.13,-0.0557968314719691
550.135,-0.0507118883842205
550.14,-0.0453298928335543
550.145,-0.0396786675890347
550.15,-0.0337874881645377
550.155,-0.0276877287611512
550.16,-0.0214136059181168
550.165,-0.0150016296598791
550.17,-0.00848975832270071
550.175,-0.00191653146336518
550.18,0.00467936903554569
550.185,0.0112591996976274
550.19,0.0177845906868968
550.195,0.0242167168850649
550.2,0.0305156174483675
550.205,0.0366411868500103
550.21,0.0425546926813478
550.215,0.0482200816141098
550.22,0.0536036688052539
550.225,0.0586731529557492
550.23,0.0633977077252527
550.235,0.0677485556147994
550.24,0.0716990901454403
550.245,0.0752239586388526
550.25,0.0782992305871633
550.255,0.0809045417007048
550.26,0.0830240604478678
550.265,0.084645993230293
550.27,0.0857623423820635
550.275,0.0863686045020939
550.28,0.0864634166613245
550.285,0.0860487407883341
550.29,0.0851299025337665
550.295,0.0837154382742892
550.3,0.0818179438912051
550.305,0.0794545322377962
550.31,0.0766454741544425
550.315,0.0734135663296221
550.32,0.0697854083567039
550.325,0.0657920884028961
550.33,0.0614680148493292
550.335,0.056850270230718
550.34,0.0519791383927848
550.345,0.0468966573117319
550.35,0.0416439538485821
550.355,0.0362607541487661
550.36,0.0307865323530706
550.365,0.0252612437195755
550.37,0.0197252131723071
550.375,0.014218796243642
550.38,0.00878184901657729
550.385,0.00345339974595868
550.39,-0.00172771872460452
550.395,-0.00672259729765103
550.4,-0.0114928152757731
550.405,-0.016000912794468
550.41,-0.0202112663204268
550.415,-0.0240913503616968
550.42,-0.0276128190614914
550.425,-0.0307518388803177
550.43,-0.0334882704644729
550.435,-0.035804903850897
550.44,-0.0376874412589104
550.445,-0.0391252738257136
550.45,-0.0401127297423822
550.455,-0.0406492860645628
550.46,-0.040739096352234
550.465,-0.0403902420872265
550.47,-0.0396137352217221
550.475,-0.0384241393778611
550.48,-0.0368408440779619
550.485,-0.0348873900530608
550.49,-0.0325896392626584
550.495,-0.0299751024789013
550.5,-0.027073138613592
550.505,-0.0239148719295053
550.51,-0.0205335320297715
550.515,-0.0169638153130698
550.52,-0.0132401983021541
550.525,-0.00939719427698747
550.53,-0.00546982859374292
550.535,-0.00149369284217625
550.54,0.00249339762968093
550.545,0.00645180115937793
550.55,0.010344585669598
550.555,0.0141402311955099
550.56,0.0178096973358288
550.565,0.0213231332455123
550.57,0.0246501124514452
550.575,0.0277611817439748
550.58,0.0306288471335583
550.585,0.0332286782770678
550.59,0.0355415215204171
550.595,0.0375535941144879
550.6,0.0392521115661764
550.605,0.0406219147168765
550.61,0.0416480868221087
550.615,0.0423189124426043
550.62,0.0426249763676848
550.625,0.0425603770631854
550.63,0.042125007618237
550.635,0.0413223840543605
550.64,0.0401561616008879
550.645,0.0386290605881068
550.65,0.0367434111456844
550.655,0.0345013331592607
550.66,0.0319057328942895
550.665,0.0289625343554619
550.67,0.025680433813942
550.675,0.0220695824658228
550.68,0.0181429078316021
550.685,0.0139170674777951
550.69,0.00941019747633442
550.695,0.00464046059638924
550.7,-0.000370488856704201
550.705,-0.00559377008310453
550.71,-0.0109952038523187
550.715,-0.0165387871280529
550.72,-0.0221881814584221
550.725,-0.0279089598360196
550.73,-0.0336700269567474
550.735,-0.0394405868420261
550.74,-0.0451861909197185
550.745,-0.050868978925753
550.75,-0.0564488832088606
550.755,-0.0618828555121127
550.76,-0.0671256572453951
550.765,-0.072132029443429
550.77,-0.0768570216180153
550.775,-0.0812555578038994
550.78,-0.0852826312506198
550.785,-0.0888929925608918
550.79,-0.0920408282484929
550.795,-0.0946816759926609
550.8,-0.0967758999152382
550.805,-0.098290096138272
550.81,-0.0991960051664828
550.815,-0.0994688466174914
550.82,-0.0990855433508421
550.825,-0.0980244186703866
